Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count
Animalia,Echinodermata,Asteroidea,Valvatida,Acanthasteridae,Acanthaster planci,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,71
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Acanthoscelides obtectus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,595
Animalia,Arthropoda,Insecta,Neoptera,Drepanidae,Achlya flavicornis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,413
Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx jubatus,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser ruthenus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,151
Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys cahirinus,Complete,Dfam,,Curated Dfam,Dfam,39
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres javanicus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,48
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres tristis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,109
Animalia,Arthropoda,Insecta,Diptera,Acroceridae,Acrocera orbiculus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,135
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Acromyrmex echinatior,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,154
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora acuminata,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora millepora,Complete,Dfam,,Curated Dfam,Dfam,3
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora nasuta,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Acrossocheilus wenchowensis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,595
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia tenebrosa,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,34
Animalia,Rotifera,Eurotatoria,Adinetida,Adinetidae,Adineta ricciae,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,20
Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos caudatus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,62
Animalia,Chordata,Aves,Caprimulgiformes,Aegothelidae,Aegotheles bennettii,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,62
Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Aethina tumida,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,35
Animalia,Chordata,Mammalia,No trobat,No trobat,Afrotheria,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius phoeniceus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,165
Animalia,Porifera,Demospongiae,Agelasida,Agelasidae,Agelas oroides,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,100
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum fuliginosum,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,218
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus cyanescens,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,131
Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Agrypnia vestita,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,283
Animalia,Chordata,Lepidosauria,Squamata,Colubridae,Ahaetulla prasina,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,313
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda melanoleuca,Complete,Dfam,,Curated Dfam,Dfam,23
Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus fulgens,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda arvensis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,67
Animalia,Chordata,Actinopteri,Albuliformes,Albulidae,Albula goreensis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,118
Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca torda,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,182
Animalia,Chordata,Testudines,Testudines,Testudinidae,Aldabrachelys gigantea,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,687
Animalia,Chordata,Actinopteri,Notacanthiformes,Halosauridae,Aldrovandia affinis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,434
Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Aleadryas rufinucha,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,60
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris rufa,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,145
Animalia,Arthropoda,Collembola,Symphypleona,Sminthuridae,Allacma fusca,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,168
Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator mississippiensis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,495
Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator sinensis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,335
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Alloplasta piceator,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,101
Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa alosa,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,235
Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa sapidissima,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,376
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta palliata,Complete,Dfam,,Curated Dfam,Dfam,8
Animalia,Mollusca, Gastropoda,No ordre NCBI Caenogastropoda incertae sedis,Provannidae,Alviniconcha marisindica,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,131
Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Amblyornis subalaris,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,122
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Amblyraja radiata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,412
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus caudacutus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,129
Animalia,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes dubius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,290
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus lervia,Complete,Dfam,,Curated Dfam,Dfam,23
Animalia,Chordata,No trobat,No trobat,No trobat,Amniota,Complete,Dfam,,Dfam no especie,Dfam,58
Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus amphitrite,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,236
Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Amphiduros pacificus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,152
Animalia,Mollusca,Gastropoda,No ordre NCBI,Lymnaeidae,Ampullaceana balthica,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,211
Animalia,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Anabarilius grahami,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,522
Animalia,Chordata,Actinopteri,Anabantiformes,Anabantidae,Anabas testudineus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,86
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Anablepidae,Anableps anableps,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,181
Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara broughtonii,Complete,Dfam,,Curated Dfam,Dfam,25
Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara kagoshimensis,Complete,Dfam,,Curated Dfam,Dfam,58
Animalia,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys ocellatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,53
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Anarsia innoxiella,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,144
Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,Anaspis maculata,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,446
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,88
Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Anastrepha obliqua,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,985
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus nigricornis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,140
Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena dorsata,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,94
Animalia,Arthropoda,Insecta,Neoptera,Andrenidae,Andrena haemorrhoa,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,132
Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus vasorum,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,46
Animalia,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla anguilla,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,399
Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga anhinga,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,59
Animalia,Mollusca,Gastropoda,No ordre NCBI,Planorbidae,Anisus vortex,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,274
Animalia,Chordata,Lepidosauria,Squamata,Anniellidae,Anniella stebbinsi,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,303
Animalia,Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis carolinensis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,658
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles coluzzii,Complete,Dfam,,Curated Dfam,Dfam,223
Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Anoplius nigerrimus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,127
Animalia,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma fimbria,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,117
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura caudifer,Complete,Dfam,,Curated Dfam,Dfam,37
Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas semipalmata,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,46
Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus flavipes,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,119
Animalia,Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennarius maculatus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,268
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis cardamines,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,418
Animalia,Chordata,Aves,Passeriformes,Paridae,Anthoscopus minutus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,65
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra americana peninsularis,Complete,Dfam,,Curated Dfam,Dfam,29
Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus nancymaae,Complete,Dfam,,Curated Dfam,Dfam,15
Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Apeltes quadracus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,100
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Aphaniidae,Aphanius iberus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,337
Animalia,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides fujianensis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,10
Animalia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,Aphelinus atriplicis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,205
Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma californica,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,115
Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Aphidius gifuensis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,55
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis gossypii,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,53
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Nothobranchiidae,Aphyosemion australe,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,422
Animalia,Nematoda,Chromadorea,Rhabditida,Cosmocercidae,Aplectana chamaeleonis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,617
Animalia,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Aplochiton taeniatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,91
Animalia,Chordata,Mammalia,Rodentia,Aplodontiidae,Aplodontia rufa,Complete,Dfam,,Curated Dfam,Dfam,40
Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Apocrypta bakeri,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,18
Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Apoda limacodes,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,427
Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Apoderus coryli,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,635
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Apolygus lucorum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,603
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea caliginosa,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,538
Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Complete,Dfam,,Curated Dfam,Dfam,2
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes forsteri,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,30
Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx haastii,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,14
Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx owenii,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,19
Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx rowi,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,15
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara ararauna,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,58
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Trhypochthoniidae,Archegozetes longisetosus,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,61
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus colubris,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,167
Animalia,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,Architeuthis dux,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Archivesica marissinica,Complete,Dfam,,Curated Dfam,Dfam,188
Animalia,Chordata,Actinopteri,Cichliformes,Cichlidae,Archocentrus centrarchus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,352
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Arctia plantaginis,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,340
Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Arctopsyche grandis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,121
Animalia,Chordata,Aves,Otidiformes,Otididae,Ardeotis kori,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,48
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria interpres,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,66
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope bruennichi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,218
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten irradians concentricus,Complete,Dfam,,Curated Dfam,Dfam,15
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten purpuratus,Complete,Dfam,,Curated Dfam,Dfam,14
Animalia,Chordata,Actinopteri,No order (eupecaria incertae sedis),Sciaenidae,Argyrosomus regius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,201
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,Complete,Dfam,,Curated Dfam,Dfam,50
Animalia,Chordata,Mammalia,Artiodactyla,No trobat,Artiodactyla,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris suum,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia mentula,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,110
Animalia,Chordata,Actinopteri,Cichliformes,Cichlidae,Astatotilapia calliptera,Complete,Dfam,,Curated Dfam,Dfam,397
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles geoffroyi,Complete,Dfam,,Curated Dfam,Dfam,13
Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Athripsodes cinereus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,480
Animalia,Chordata,Aves,Gruiformes,Rallidae,Atlantisia rogersi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,93
Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora pura,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,79
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Azumapecten farreri,Complete,Dfam,,Curated Dfam,Dfam,23
Animalia,Chordata,Aves,Pelecaniformes,Balaenicipitidae,Balaeniceps rex,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,73
Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera acutorostrata,Complete,Dfam,,Release 1.2,Dfam,657
Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera bonaerensis,Complete,Dfam,,Curated Dfam,Dfam,17
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Beatragus hunteri,Complete,Dfam,,Curated Dfam,Dfam,28
Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia tabaci,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,187
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Beris chalybata,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,526
Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe forskalii,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Betta splendens,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,74
Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Bibio marci,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,70
Animalia,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Big-eye mandarin fish,Complete,RM2+MCH,Repetir,"ENSEMBL ""2023""",RM2+MCH,195
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison bison,Complete,Dfam,,Curated Dfam,Dfam,45
Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis adustella,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,519
Animalia,Cnidaria,Anthozoa,Scleractinia,No family (Faviina incertae sedis ),Blastomussa wellsi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,334
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Blera fallax,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,648
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Echimyopodidae,Blomia tropicalis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,2
Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla garrulus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,76
Animalia,Chordata,Mammalia,No trobat,No trobat,Boreoeutheria,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos indicus,Complete,Dfam,,Release 1.2,Dfam,637
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos mutus,Complete,Dfam,,Curated Dfam,Dfam,38
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos taurus,Complete,Dfam,,Release 1.2,Dfam,613
Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus asplanchnoidis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,193
Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus paranguensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,172
Animalia,Chordata,Actinopteri,No order,Embiotocidae,Brachyistius frenatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,106
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Brachypodius atriceps,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,69
Animalia,Chordata,Aves,Coraciiformes,Brachypteraciidae,Brachypteracias leptosomus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,72
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus variegatus,Complete,Dfam,,Curated Dfam,Dfam,27
Animalia,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia coprophila,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,207
Animalia,Arthropoda,Branchiopoda,Anostraca,Branchinectidae,Branchinecta lindahli,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,340
Animalia,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma floridae x branchiostoma belcheri,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,198
Animalia,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma lanceolatum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,272
Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Brotula barbata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,19
Animalia,Arthropoda,Insecta,Phthiraptera,Philopteridae,Brueelia nebulosa,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,7
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus bubalis,Complete,Dfam,,Curated Dfam,Dfam,19
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo bubo,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,76
Animalia,Chordata,Aves,Piciformes,Bucconidae,Bucco capensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,87
Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus abyssinicus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,74
Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus bistriatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,70
Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus oedicnemus,Complete,RM2+MCH,Genero y familia repetido,"ENSEMBL ""2023""",RM2+MCH,91
Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis elegans,Complete,Dfam,,Curated Dfam,Dfam,139
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Calcarius ornatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,84
Animalia,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus rogercresseyi,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus lyra,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,138
Animalia,Arthropoda,Insecta,Hemiptera,Cercopidae,Callitettix versicolor,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,180
Animalia,Chordata,Mammalia,Primates,Cebidae,Callithrix jacchus,Complete,Dfam,,Release 1.2,Dfam,1294
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus milii,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,124
Animalia,Chordata,Aves,Passeriformes,Eurylaimidae,Calyptomena viridis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,70
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus bactrianus,Complete,Dfam,,Curated Dfam,Dfam,11
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus dromedarius,Complete,Dfam,,Curated Dfam,Dfam,13
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus ferus,Complete,Dfam,,Curated Dfam,Dfam,22
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,Complete,Dfam,,Release 1.2,Dfam,609
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis lupus familiaris,Complete,Dfam,,Release 1.2,Dfam,609
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra aegagrus,Complete,Dfam,,Curated Dfam,Dfam,16
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra hircus,Complete,Dfam,,Release 1.2,Dfam,613
Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Capromys pilorides,Complete,Dfam,,Curated Dfam,Dfam,37
Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx melampygus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,80
Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Carcharodon carcharias,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,267
Animalia,Chordata,Aves,Cariamiformes,Cariamidae,Cariama cristata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,30
Animalia,Chordata,Mammalia,Primates,Tarsiidae,Carlito syrichta,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,373
Animalia,Chordata,Mammalia,Carnivora,No trobat,Carnivora,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Complete,Dfam,,Release 1.2,Dfam,612
Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor canadensis,Complete,Dfam,,Curated Dfam,Dfam,29
